trna_isotype	query	trna_isotype_start	trna_isotype_end	query_start	query_end	evalue	count	sample_id
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt39__count23__8251690303816783115	39	72	1	34	1.8e-10	23	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt39__count433__18232569326419825118	39	72	1	34	1.8e-10	433	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt39__count36__7697697105345213561	39	72	1	34	1.1e-10	36	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt40__count11__15469477528794457466	40	72	1	33	5.0e-11	11	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt40__count859__6391352991732514463	40	72	1	33	5.1e-11	859	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt40__count153__11775415379549464563	40	72	1	33	5.1e-10	153	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-TTC-14-1__strt40__count17__1527928021853086663	40	72	1	33	2.6e-10	17	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt41__count1191__13774723033086227290	41	72	1	32	1.5e-10	1191	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt41__count161__2757528617098695396	41	72	1	32	1.5e-9	161	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt41__count15__3327010523481105526	41	72	1	32	9.2e-10	15	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt42__count15__2844096643349251666	42	72	1	31	4.0e-10	15	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt42__count2408__13847281828692400607	42	72	1	31	4.2e-10	2408	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt42__count13__10003976147889857147	42	72	1	31	4.0e-9	13	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt42__count543__16533393292847792655	42	72	1	31	4.1e-9	543	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt42__count43__10765924051462038780	42	72	1	31	2.6e-9	43	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-2-1__strt42__count11__15308877991460628069	42	72	1	31	2.3e-9	11	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-TTC-14-1__strt41__count128__11537924201887124661	42	72	2	32	5.5e-10	128	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-TTC-14-1__strt41__count12__2286340502900454113	42	72	2	32	5.4e-9	12	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt43__count835__12640127360144010475	43	72	1	30	1.2e-9	835	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt43__count161__7830319250454592274	43	72	1	30	1.2e-8	161	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-TTC-14-1__strt42__count262__10192684275874501558	43	72	2	31	9.0e-10	262	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-TTC-14-1__strt42__count68__11556830894097802379	43	72	2	31	9.0e-9	68	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt44__count738__7372900331500898843	44	72	1	29	3.6e-9	738	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt44__count149__7422238144726666484	44	72	1	29	3.5e-8	149	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt44__count10__2974255658153034461	44	72	1	29	2.3e-8	10	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt45__count232__17945273801360692208	45	72	1	28	1.0e-8	232	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt45__count40__8261851887825641493	45	72	1	28	1.0e-7	40	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.1.trna172__strt44__count137__4752301706622500295	45	72	2	29	7.8e-9	137	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.1.trna172__strt44__count18__3596440020947911795	45	72	2	29	7.7e-8	18	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt46__count316__11279059385582876158	46	72	1	27	3.1e-8	316	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt47__count521__7291946964334730104	47	72	1	26	9.2e-8	521	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt48__count241__1014640011222649509	48	72	1	25	2.6e-7	241	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.1.trna142__strt47__count42__10630879371238971435	48	72	2	26	3.4e-7	42	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt49__count352__17649937163516723439	49	72	1	24	7.3e-7	352	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.1.trna142__strt48__count130__9844020602325473332	49	72	2	25	5.6e-7	130	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC-1-1__strt50__count141__1553373224917255831	50	72	1	23	2.1e-6	141	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.13.trna4__strt50__count12__8919487569027833250	52	72	4	24	0.00001	12	D1_BH4
tRNA-Glu-CTC	tRNA-Glu-CTC.trnascan.13.trna4__strt51__count12__13537508382421909447	52	72	3	23	0.000012	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count27__8933587668255679591	1	26	1	26	9.8e-7	27	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count156__17929432232200380460	1	26	1	26	1.2e-6	156	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count37__13513952482737643615	1	27	1	27	3.2e-7	37	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count60__14565878405307243737	1	27	1	27	1.7e-7	60	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count186__9871274103510543694	1	27	1	27	3.8e-7	186	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count216__4152345646097278916	1	27	1	27	2.0e-7	216	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count24__9100376700683105644	1	28	1	28	1.2e-7	24	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count94__9277210330442860883	1	28	1	28	1.4e-7	94	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count28__16027318358191346691	1	29	1	29	8.2e-8	28	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count105__9931941472900186770	1	29	1	29	9.6e-8	105	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count26__2457089790135038693	1	31	1	31	4.3e-8	26	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count108__11971275966092780247	1	31	1	31	5.1e-8	108	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count63__11451724900748424334	1	31	1	31	2.8e-8	63	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count15__15529443753278948954	1	33	1	33	1.1e-8	15	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count99__7999358763428460781	1	33	1	33	1.3e-8	99	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count11__2889329430306128279	1	34	1	34	4.1e-9	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count44__8739732473063525750	1	34	1	34	4.8e-9	44	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count56__10564445603790963287	1	35	1	35	1.4e-9	56	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count531__745200565162156765	1	35	1	35	1.1e-10	531	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count183__15220134915212161129	1	35	1	35	1.7e-9	183	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count30__5817260255798547733	1	36	1	36	4.7e-10	30	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count510__13424824837850016831	1	36	1	36	3.5e-11	510	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count12__5345938972532737146	1	36	1	36	3.1e-10	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count89__14818824922947619635	1	36	1	36	5.6e-10	89	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count148__16025289306739855809	1	37	1	37	1.1e-11	148	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count33__5406709553043530413	1	37	1	37	1.7e-10	33	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count118__8846707163282659865	1	38	1	38	3.3e-12	118	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count22__5793640059888201558	1	38	1	38	1.1e-11	22	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count24__4706409685235135916	1	38	1	38	5.5e-11	24	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count157__16542776109461976044	1	39	1	39	1.1e-12	157	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count47__8245566694159377474	1	39	1	39	6.2e-12	47	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count58__15954057113677282516	1	39	1	39	1.8e-11	58	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count51__8194140706845697812	1	39	1	39	9.5e-12	51	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count35__8708957150527464015	1	40	1	40	5.0e-13	35	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt1__count19__8365074278389321728	1	40	1	40	2.7e-13	19	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count20__11897663986085392558	1	40	1	40	6.2e-12	20	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count35__2526558936441164903	1	41	1	41	4.4e-12	35	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count18__524043463236968614	1	43	1	43	2.3e-12	18	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt1__count16__3306143115011777473	1	47	1	47	9.6e-14	16	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt1__count124__3463910659993519376	1	47	1	47	5.1e-14	124	D1_BH4
tRNA-Glu-TTC	tRNA-Undet-NNN.trnascan.1.trna114__strt7__count17__213630992911552253	3	26	1	24	4.2e-6	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count58__2329226376231633305	7	32	1	26	4.0e-7	58	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count48__12660324177030252089	7	34	1	28	5.7e-8	48	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count220__15157518274265498047	7	35	1	29	2.0e-8	220	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count205__14626726323847005376	7	36	1	30	6.4e-9	205	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count44__3973492614002589353	7	37	1	31	2.0e-9	44	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count47__17299927839515536646	7	38	1	32	6.2e-10	47	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count45__13765869644254274671	7	39	1	33	2.0e-10	45	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count13__2776226372038588097	7	39	1	33	1.2e-9	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-14-1__strt7__count17__8611261283447139349	7	40	1	34	9.5e-11	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt7__count13__2858047984238532909	7	43	1	37	1.6e-11	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt7__count22__2313146008746129720	7	44	1	38	7.1e-12	22	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt7__count12__11669902701018620703	7	45	1	39	2.6e-12	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt7__count26__10156826090103482906	7	46	1	40	9.8e-13	26	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt7__count38__16892037731495105920	7	48	1	42	1.1e-13	38	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt10__count20__4914012581895991829	10	56	1	47	1.9e-15	20	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt10__count12__13425654473222707040	10	56	1	47	2.6e-16	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt10__count16__8687627866619398605	10	57	1	48	5.5e-16	16	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt11__count25__7072192725874653768	11	57	1	47	1.8e-15	25	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt11__count12__9882407923934893957	11	57	1	47	8.9e-16	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt12__count15__16881948578648399816	12	56	1	45	2.6e-15	15	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt12__count11__9489537524405368361	12	57	1	46	2.7e-15	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt12__count12__7596264862737300533	12	59	1	48	1.1e-15	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt13__count31__5779525209120843482	13	56	1	44	7.8e-15	31	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt13__count33__13878061348906817947	13	59	1	47	3.6e-15	33	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt13__count13__13327606079741790	13	60	1	48	1.2e-15	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt14__count12__12183963981267170946	14	56	1	43	3.9e-13	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt14__count38__9768819803870133395	14	56	1	43	2.4e-14	38	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt14__count51__2406600202506038270	14	60	1	47	3.8e-15	51	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt14__count26__3735892103801001388	14	60	1	47	4.0e-16	26	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt14__count11__9846780702589557734	14	61	1	48	1.3e-16	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt15__count11__14850229330626663865	15	61	1	47	3.8e-15	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt15__count17__16743932018708111153	15	61	1	47	4.4e-16	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt15__count17__17263477207084734105	15	61	1	47	6.7e-15	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt16__count17__10372901110744117261	16	62	1	47	4.0e-16	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt16__count10__28433323735918429	16	62	1	47	6.5e-15	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt16__count22__7632722081238282752	17	62	2	47	3.1e-15	22	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt17__count12__3591811623762291869	17	63	1	47	2.8e-16	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt17__count12__1637933752421749861	17	63	1	47	4.7e-15	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt16__count10__4893675683160746099	17	64	2	49	3.0e-16	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt17__count11__6216714981324235495	17	64	1	48	5.7e-16	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt17__count22__12625626915038303847	17	66	1	50	7.8e-16	22	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count53__16081433009498254756	18	64	1	47	1.7e-15	53	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt18__count11__8153278066992541092	18	64	1	47	2.6e-16	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-3-1__strt18__count34__15507011978556238421	18	64	1	47	4.5e-15	34	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count21__8582085361056566788	18	65	1	48	6.8e-16	21	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count31__16725546944104855415	18	65	1	48	4.3e-16	31	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count32__678898775342036498	18	66	1	49	3.0e-16	32	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt18__count15__18234623416480064346	19	66	2	49	3.8e-15	15	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count193__1363197725158612480	19	66	2	49	1.8e-15	193	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt18__count13__11778107673269688200	19	68	2	51	9.0e-16	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt19__count10__12887505167456270122	20	65	2	47	2.4e-15	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt19__count11__9295606852087771387	20	65	2	47	3.8e-14	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt20__count29__12165636242074730863	20	65	1	46	4.8e-15	29	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt20__count29__11493418203450946341	20	65	1	46	7.6e-14	29	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt19__count63__3972751819897822503	20	65	2	47	1.7e-15	63	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt19__count147__17813792649633825250	20	65	2	47	1.1e-15	147	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count464__17045884891859162203	20	65	1	46	2.2e-15	464	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt20__count78__10292183956171110364	20	66	1	47	3.3e-15	78	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt20__count20__2895256299770065056	20	66	1	47	5.3e-14	20	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt19__count148__1191322521032472588	20	66	2	48	7.6e-16	148	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count1094__18168145757950380621	20	66	1	47	1.5e-15	1094	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count10__5077882146932456979	20	66	1	47	1.4e-14	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count10__7467408481351030913	20	68	1	48	5.7e-14	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count42__1383024292995174544	20	68	1	49	7.7e-16	42	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count28__16895477474697272923	20	69	1	50	2.9e-16	28	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt20__count29__5028619321812480971	20	70	1	51	1.2e-16	29	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count18__16730756557435046442	21	55	1	35	3.8e-10	18	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count18__10031857259527715077	21	62	1	42	2.9e-13	18	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count13__336792970100048766	21	63	1	43	9.0e-14	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count12__17758350311401684574	21	65	1	45	6.9e-15	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt21__count193__5561441604336440607	21	66	1	46	1.0e-14	193	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt21__count63__17754123785101107775	21	66	1	46	1.6e-13	63	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count11__12843843507767140430	21	66	1	46	6.0e-14	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count16__17158414176106636060	21	66	1	46	6.6e-14	16	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count10__17224892840095125584	21	66	1	46	4.3e-14	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count12__6872945433030272914	21	66	1	46	6.0e-14	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count3762__3249603721821733446	21	66	1	46	4.8e-15	3762	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count32__10375942526935807063	21	66	1	46	7.7e-14	32	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count33__14468249392393562554	21	66	1	46	4.2e-14	33	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count11__5199996658306687766	21	66	1	46	7.8e-14	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count17__10467068516764595747	21	66	1	46	4.2e-14	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count13__9587021097476548762	21	66	1	46	4.2e-14	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count36__7802108298078940883	21	68	1	47	1.8e-13	36	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count125__15049574247436234945	21	68	1	48	2.4e-15	125	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count21__17818842869047388413	21	69	1	47	4.6e-13	21	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count99__8679835442056438064	21	69	1	49	9.2e-16	99	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count49__11336351978502750861	21	70	1	50	3.7e-16	49	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt21__count36__6211506059349017474	21	71	1	51	1.2e-16	36	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt22__count71__13788778238008984117	22	69	1	48	3.3e-15	71	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt22__count13__16091569658448121961	22	70	1	49	1.4e-15	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt23__count13__10538064004309398939	23	66	1	44	5.4e-14	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt23__count231__1966742951491908959	23	69	1	47	1.1e-14	231	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt23__count92__12553322153156116699	23	70	1	48	4.3e-15	92	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt24__count20__1306612331942607455	24	70	1	47	2.8e-14	20	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt24__count277__12703783397619965204	24	70	1	47	1.4e-14	277	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt24__count38__7228003587377084673	24	71	1	48	4.3e-15	38	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt25__count141__10345643813051063459	25	71	1	47	1.4e-14	141	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt25__count10__18289701974014415142	25	72	1	48	5.9e-15	10	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt26__count56__13935525716818015755	26	72	1	47	1.7e-14	56	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt27__count13__12073209138507065560	28	72	2	46	4.1e-14	13	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt29__count15__10891898669885091838	30	72	2	44	1.1e-13	15	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt30__count75__14647097279277249210	31	72	2	43	1.7e-13	75	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt31__count212__5815038756685126786	31	72	1	42	3.0e-13	212	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt32__count28__16881040018115772668	33	72	2	41	4.7e-12	28	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt32__count162__11199783961527304716	33	72	2	41	7.6e-13	162	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt33__count21__9730006759941895739	33	72	1	40	1.5e-12	21	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt33__count400__9933371361659173651	33	72	1	40	1.5e-12	400	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt34__count14__8652042936739691771	34	72	1	39	1.0e-11	14	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt34__count63__2296354954865117256	34	72	1	39	4.6e-12	63	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt34__count1501__10585446272819990512	34	72	1	39	4.7e-12	1501	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt34__count15__5197852003404067775	34	72	1	39	4.1e-11	15	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count11__14824047378945438807	35	71	1	37	2.6e-10	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-1-1__strt35__count54__16699627080613976841	35	72	1	38	3.1e-11	54	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count11__3090279182766464739	35	72	1	38	1.8e-10	11	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count12__7333077269332825248	35	72	1	38	1.8e-10	12	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count28__3616905992795074063	35	72	1	38	1.8e-10	28	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count14__8519577813188006265	35	72	1	38	1.6e-10	14	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count17__15745911065494506034	35	72	1	38	1.4e-11	17	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count181__10933644036355150520	35	72	1	38	1.4e-11	181	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count5094__5368504596276512047	35	72	1	38	1.5e-11	5094	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count18__12254047981843266086	35	72	1	38	2.6e-10	18	D1_BH4
tRNA-Glu-TTC	tRNA-Glu-TTC-2-1__strt35__count16__16954275493780111919	35	72	1	38	1.3e-10	16	D1_BH4
